ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
201617,MI1M056001,SCUOLA SECONDARIA I GRADO,2,12 anni,31
201617,PA1M008002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,PD1M00900N,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,BO1M01000V,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,BA1MD7500G,SCUOLA SECONDARIA I GRADO,2,12 anni,9
201617,BG1M010001,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,LO1M010007,SCUOLA SECONDARIA I GRADO,1,11 anni,23
201617,RM1M05000E,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,11
201617,FR1M00100E,SCUOLA SECONDARIA I GRADO,2,12 anni,8
201617,MI1M00600X,SCUOLA SECONDARIA I GRADO,3,13 anni,30
201617,NA1M007009,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,NA1M04600X,SCUOLA SECONDARIA I GRADO,3,12 anni,13
201617,GE1M030003,SCUOLA SECONDARIA I GRADO,3,13 anni,19
201617,RC1M00500D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,FE1M00200P,SCUOLA SECONDARIA I GRADO,3,13 anni,20
201617,VA1M013001,SCUOLA SECONDARIA I GRADO,1,11 anni,58
201617,MI1M03600Q,SCUOLA SECONDARIA I GRADO,2,12 anni,18
201617,FI1M010001,SCUOLA SECONDARIA I GRADO,3,12 anni,7
201617,RM1M07800A,SCUOLA SECONDARIA I GRADO,2,11 anni,8
201617,NA1MU75009,SCUOLA SECONDARIA I GRADO,2,12 anni,7
201617,KR1M00100A,SCUOLA SECONDARIA I GRADO,1,11 anni,9
201617,RM1M057009,SCUOLA SECONDARIA I GRADO,3,13 anni,64
201617,AP1MUM500N,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,RM1M036008,SCUOLA SECONDARIA I GRADO,1,11 anni,27
201617,MI1M076006,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,VA1M004006,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,BS1M00300A,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,CS1MUP500H,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,13
201617,VR1M00100R,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,VA1M00800D,SCUOLA SECONDARIA I GRADO,1,11 anni,77
201617,BL1M00200L,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,MI1M04000B,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201617,FI1M01200L,SCUOLA SECONDARIA I GRADO,1,11 anni,36
201617,BG1M014008,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,BG1M022007,SCUOLA SECONDARIA I GRADO,2,11 anni,5
201617,RM1M114008,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,NA1M05700A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,6
201617,BG1M022007,SCUOLA SECONDARIA I GRADO,1,11 anni,43
201617,NA1M03400N,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,VA1M017008,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,MI1M10000T,SCUOLA SECONDARIA I GRADO,1,11 anni,6
201617,MI1M004008,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,PE1M00100N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,VT1M00600E,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,LC1M05000X,SCUOLA SECONDARIA I GRADO,3,13 anni,68
201617,MI1M01100B,SCUOLA SECONDARIA I GRADO,3,13 anni,23
201617,RM1M08500D,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,CE1M00600G,SCUOLA SECONDARIA I GRADO,3,13 anni,40
201617,VA1MIT5001,SCUOLA SECONDARIA I GRADO,2,12 anni,16
201617,MI1M00800G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
201617,VR1M02900L,SCUOLA SECONDARIA I GRADO,1,11 anni,30
201617,FI1M028006,SCUOLA SECONDARIA I GRADO,2,12 anni,3
201617,TV1M00900Q,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,RM1M002005,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,CS1MUP500H,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201617,TO1M01100B,SCUOLA SECONDARIA I GRADO,1,11 anni,19
201617,NA1M26500L,SCUOLA SECONDARIA I GRADO,2,12 anni,8
201617,CS1M00100G,SCUOLA SECONDARIA I GRADO,2,12 anni,16
201617,AR1M002006,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,NA1MRS5001,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,MI1M085001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,FI1M010001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201617,VT1M00500P,SCUOLA SECONDARIA I GRADO,1,11 anni,7
201617,RA1M001001,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,CA1M01000R,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,TO1M03500X,SCUOLA SECONDARIA I GRADO,2,12 anni,2
201617,CZ1M002007,SCUOLA SECONDARIA I GRADO,3,12 anni,8
201617,RN1M02000L,SCUOLA SECONDARIA I GRADO,3,13 anni,95
201617,TO1M018006,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,RM1M11800G,SCUOLA SECONDARIA I GRADO,1,11 anni,61
201617,RM1M101006,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,MI1M056001,SCUOLA SECONDARIA I GRADO,1,11 anni,29
201617,MO1MSQ500N,SCUOLA SECONDARIA I GRADO,2,12 anni,14
201617,RM1M08400N,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,2
201617,RM1M00600C,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,PV1M00200A,SCUOLA SECONDARIA I GRADO,2,12 anni,23
201617,TO1M055005,SCUOLA SECONDARIA I GRADO,2,12 anni,17
201617,RM1M106009,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201617,MI1M09300X,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,PD1M00900N,SCUOLA SECONDARIA I GRADO,1,11 anni,16
201617,VR1M01500P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,FE1MFE500C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201617,MI1M07500A,SCUOLA SECONDARIA I GRADO,1,11 anni,66
201617,PD1M001003,SCUOLA SECONDARIA I GRADO,3,13 anni,26
201617,GE1M03300E,SCUOLA SECONDARIA I GRADO,1,11 anni,23
201617,RM1M12100B,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201617,MI1M068007,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,MI1M018006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,SR1M00200P,SCUOLA SECONDARIA I GRADO,3,13 anni,8
201617,CO1MCB500P,SCUOLA SECONDARIA I GRADO,2,12 anni,10
201617,VR1M02200T,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,MI1M06000L,SCUOLA SECONDARIA I GRADO,1,11 anni,62
201617,TO1M048002,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,CS1MT95008,SCUOLA SECONDARIA I GRADO,1,11 anni,2
201617,BG1M029002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,MI1M056001,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201617,RC1M00400N,SCUOLA SECONDARIA I GRADO,2,12 anni,13
201617,BO1M01000V,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201617,BS1M01400R,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,RM1M108001,SCUOLA SECONDARIA I GRADO,3,13 anni,29
201617,NA1M04300C,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201617,BA1MD7500G,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,NA1MU75009,SCUOLA SECONDARIA I GRADO,3,13 anni,5
201617,SV1M00200X,SCUOLA SECONDARIA I GRADO,2,12 anni,19
201617,VE1M6Q5004,SCUOLA SECONDARIA I GRADO,1,11 anni,19
201617,RM1M036008,SCUOLA SECONDARIA I GRADO,2,12 anni,22
201617,CN1M001008,SCUOLA SECONDARIA I GRADO,2,12 anni,22
201617,TO1M01100B,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,NA1M04600X,SCUOLA SECONDARIA I GRADO,2,12 anni,2
201617,PR1M010004,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,VE1M007004,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,BG1M023003,SCUOLA SECONDARIA I GRADO,3,13 anni,15
201617,MI1M05100T,SCUOLA SECONDARIA I GRADO,3,13 anni,21
201617,CA1M01500X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,SI1M00200A,SCUOLA SECONDARIA I GRADO,2,12 anni,12
201617,NO1M01200Q,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201617,FE1M00200P,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,LO1M010007,SCUOLA SECONDARIA I GRADO,2,12 anni,21
201617,BO1M00900P,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,PD1M00900N,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,RM1M057009,SCUOLA SECONDARIA I GRADO,3,12 anni,12
201617,PD1M015007,SCUOLA SECONDARIA I GRADO,1,11 anni,2
201617,UD1M003005,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201617,AP1MUM500N,SCUOLA SECONDARIA I GRADO,2,12 anni,14
201617,GE1M015001,SCUOLA SECONDARIA I GRADO,2,12 anni,34
201617,GE1M03100V,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,MI1M063004,SCUOLA SECONDARIA I GRADO,1,11 anni,109
201617,MI1M076006,SCUOLA SECONDARIA I GRADO,1,11 anni,13
201617,TA1M01100C,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201617,PA1M008002,SCUOLA SECONDARIA I GRADO,3,13 anni,41
201617,RC1M00500D,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201617,BS1M01600C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,GE1M00300P,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201617,MI1M071003,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,CO1M01100G,SCUOLA SECONDARIA I GRADO,2,12 anni,17
201617,PA1M02400X,SCUOLA SECONDARIA I GRADO,3,11 anni,1
201617,MI1M04000B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201617,RM1M07100G,SCUOLA SECONDARIA I GRADO,2,12 anni,56
201617,MI1M04300V,SCUOLA SECONDARIA I GRADO,1,11 anni,35
201617,RM1M00900X,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201617,PG1M00500G,SCUOLA SECONDARIA I GRADO,1,11 anni,2
201617,RM1M114008,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,BL1M00200L,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201617,BN1M002007,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,6
201617,BG1M008001,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,BO1MUE500U,SCUOLA SECONDARIA I GRADO,2,12 anni,21
201617,VA1M00600T,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,FI1M01100R,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201617,MI1M020006,SCUOLA SECONDARIA I GRADO,2,12 anni,37
201617,MI1M09400Q,SCUOLA SECONDARIA I GRADO,1,12 anni,6
201617,RM1M01200Q,SCUOLA SECONDARIA I GRADO,3,12 anni,9
201617,MI1M004008,SCUOLA SECONDARIA I GRADO,3,13 anni,47
201617,NO1M01200Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,PA1M02100C,SCUOLA SECONDARIA I GRADO,2,11 anni,17
201617,TV1M00800X,SCUOLA SECONDARIA I GRADO,3,13 anni,57
201617,MI1M01100B,SCUOLA SECONDARIA I GRADO,2,12 anni,18
201617,PS1M00200L,SCUOLA SECONDARIA I GRADO,2,12 anni,17
201617,UD1M003005,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201617,NA1M002006,SCUOLA SECONDARIA I GRADO,3,12 anni,7
201617,RM1M07800A,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,CT1M02300G,SCUOLA SECONDARIA I GRADO,3,12 anni,11
201617,LC1M05000X,SCUOLA SECONDARIA I GRADO,3,12 anni,6
201617,PE1M00100N,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,PV1M008009,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,NO1M01400B,SCUOLA SECONDARIA I GRADO,1,11 anni,19
201617,CE1M00600G,SCUOLA SECONDARIA I GRADO,3,12 anni,22
201617,BG1M022007,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201617,NA1M03300T,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201617,NA1MRS5001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,BL1M00200L,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,RM1M03900Q,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,MO1M006005,SCUOLA SECONDARIA I GRADO,3,13 anni,82
201617,RM1M08400N,SCUOLA SECONDARIA I GRADO,1,11 anni,23
201617,NA1M26500L,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201617,VT1M00500P,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,AR1M002006,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,RA1M001001,SCUOLA SECONDARIA I GRADO,2,12 anni,16
201617,FI1M028006,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,CA1M01000R,SCUOLA SECONDARIA I GRADO,1,11 anni,39
201617,RM1M101006,SCUOLA SECONDARIA I GRADO,2,12 anni,13
201617,VA1M004006,SCUOLA SECONDARIA I GRADO,2,12 anni,10
201617,BG1M008001,SCUOLA SECONDARIA I GRADO,3,13 anni,17
201617,MI1M09300X,SCUOLA SECONDARIA I GRADO,3,13 anni,55
201617,FI1M01100R,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,RM1M108001,SCUOLA SECONDARIA I GRADO,3,12 anni,10
201617,NA1M04300C,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201617,RN1M02000L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,CO1M021006,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,RM1M143008,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201617,NA1M03500D,SCUOLA SECONDARIA I GRADO,2,12 anni,15
201617,MI1M07400E,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
201617,PD1M001003,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,MI1MB1500E,SCUOLA SECONDARIA I GRADO,1,11 anni,21
201617,RM1M00600C,SCUOLA SECONDARIA I GRADO,2,12 anni,31
201617,TO1M055005,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,PE1M00100N,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,RM1M12100B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,PD1M00800T,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,7
201617,VA1M013001,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,ME1M004001,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,TO1M048002,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,CO1MCB500P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,VR1M01500P,SCUOLA SECONDARIA I GRADO,2,13 anni,6
201617,TO1M03500X,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,MI1M05800L,SCUOLA SECONDARIA I GRADO,3,13 anni,24
201617,TO1M018006,SCUOLA SECONDARIA I GRADO,3,13 anni,15
201617,CS1M00100G,SCUOLA SECONDARIA I GRADO,3,13 anni,8
201617,VA1MIT5001,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,CN1M001008,SCUOLA SECONDARIA I GRADO,3,13 anni,44
201617,NA1M00600D,SCUOLA SECONDARIA I GRADO,2,11 anni,12
201617,VI1M01300P,SCUOLA SECONDARIA I GRADO,3,13 anni,25
201617,RC1M00400N,SCUOLA SECONDARIA I GRADO,2,11 anni,9
201617,RM1M13300N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,9
201617,GE1M006006,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201617,BS1M01400R,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,VE1M00500C,SCUOLA SECONDARIA I GRADO,3,13 anni,30
201617,NA1M04300C,SCUOLA SECONDARIA I GRADO,3,13 anni,9
201617,MI1M02400D,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,VE1M6Q5004,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,BG1M023003,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,RM1M036008,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201617,TO1M01100B,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,MI1M05100T,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,PR1M010004,SCUOLA SECONDARIA I GRADO,1,11 anni,28
201617,PD1M01100N,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,RC1M00300T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,MI1M06100C,SCUOLA SECONDARIA I GRADO,3,13 anni,72
201617,LO1M010007,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201617,BO1M00900P,SCUOLA SECONDARIA I GRADO,2,12 anni,73
201617,VA1M01500L,SCUOLA SECONDARIA I GRADO,1,11 anni,25
201617,UD1M00600L,SCUOLA SECONDARIA I GRADO,1,11 anni,57
201617,CO1M00200R,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,GE1M03100V,SCUOLA SECONDARIA I GRADO,1,11 anni,17
201617,NA1MU75009,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,8
201617,RM1M01400B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201617,VR1M01600E,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,RM1M07100G,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,TO1M050002,SCUOLA SECONDARIA I GRADO,1,12 anni,7
201617,NO1M01200Q,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,VT1M00500P,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201617,GE1M00300P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,RM1M00900X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,6
201617,VE1M007004,SCUOLA SECONDARIA I GRADO,2,12 anni,63
201617,VR1M021002,SCUOLA SECONDARIA I GRADO,3,13 anni,22
201617,BO1MUE500U,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,BG1MT0500I,SCUOLA SECONDARIA I GRADO,2,12 anni,25
201617,GE1M02500G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,VA1M004006,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,RM1M114008,SCUOLA SECONDARIA I GRADO,1,11 anni,13
201617,RM1M12100B,SCUOLA SECONDARIA I GRADO,3,12 anni,5
201617,VA1M00600T,SCUOLA SECONDARIA I GRADO,3,13 anni,30
201617,RM1M09900B,SCUOLA SECONDARIA I GRADO,3,13 anni,41
201617,PT1M00100X,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,TV1M00800X,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201617,TA1M01100C,SCUOLA SECONDARIA I GRADO,2,12 anni,19
201617,PC1MD1500G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,RM1M06900G,SCUOLA SECONDARIA I GRADO,1,11 anni,23
201617,NA1M002006,SCUOLA SECONDARIA I GRADO,2,13 anni,4
201617,FG1M00100D,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201617,MI1M092004,SCUOLA SECONDARIA I GRADO,3,13 anni,38
201617,BG1M022007,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,BS1M01600C,SCUOLA SECONDARIA I GRADO,1,11 anni,39
201617,NA1M059002,SCUOLA SECONDARIA I GRADO,2,12 anni,8
201617,PS1M00200L,SCUOLA SECONDARIA I GRADO,2,11 anni,5
201617,PD1M015007,SCUOLA SECONDARIA I GRADO,1,13 anni,2
201617,NA1M03500D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,RM1M07800A,SCUOLA SECONDARIA I GRADO,2,12 anni,57
201617,PE1M00100N,SCUOLA SECONDARIA I GRADO,2,12 anni,11
201617,RM1M058005,SCUOLA SECONDARIA I GRADO,1,11 anni,10
201617,ME1M004001,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,BG1M006009,SCUOLA SECONDARIA I GRADO,1,11 anni,27
201617,RM1M03900Q,SCUOLA SECONDARIA I GRADO,2,12 anni,36
201617,FO1M00100B,SCUOLA SECONDARIA I GRADO,2,12 anni,38
201617,RM1M057009,SCUOLA SECONDARIA I GRADO,1,11 anni,78
201617,NA1M024003,SCUOLA SECONDARIA I GRADO,1,11 anni,10
201617,MI1M00800G,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,MI1M00800G,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,RM1M101006,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,GE1M030003,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,AN1M00200A,SCUOLA SECONDARIA I GRADO,1,11 anni,19
201617,BG1M015004,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,RM1M08300T,SCUOLA SECONDARIA I GRADO,3,13 anni,11
201617,VA1MIT5001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,PA1M02100C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,17
201617,FI1M028006,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,PG1M00500G,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,BO1M00400G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,FI1M015004,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201617,PA1M01900C,SCUOLA SECONDARIA I GRADO,2,12 anni,33
201617,MI1M018006,SCUOLA SECONDARIA I GRADO,2,12 anni,59
201617,FI1M01100R,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,TO1M048002,SCUOLA SECONDARIA I GRADO,1,11 anni,30
201617,MI1M10600R,SCUOLA SECONDARIA I GRADO,3,13 anni,7
201617,RC1M00400N,SCUOLA SECONDARIA I GRADO,3,12 anni,7
201617,BA1M006008,SCUOLA SECONDARIA I GRADO,1,11 anni,7
201617,RM1M082002,SCUOLA SECONDARIA I GRADO,3,13 anni,12
201617,NA1M059002,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,RM1M143008,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,8
201617,TO1M03500X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201617,NA1M002006,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,6
201617,NA1M03500D,SCUOLA SECONDARIA I GRADO,2,11 anni,8
201617,VA1M013001,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,FI1M006009,SCUOLA SECONDARIA I GRADO,2,12 anni,30
201617,MI1M012007,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201617,VE1M01200G,SCUOLA SECONDARIA I GRADO,2,12 anni,16
201617,CO1M00200R,SCUOLA SECONDARIA I GRADO,3,12 anni,6
201617,MI1M097007,SCUOLA SECONDARIA I GRADO,3,13 anni,9
201617,NA1M024003,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,CN1M001008,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,VI1M01400E,SCUOLA SECONDARIA I GRADO,3,13 anni,1
201617,MI1M09300X,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,FI1M01800G,SCUOLA SECONDARIA I GRADO,3,13 anni,23
201617,TO1M04600A,SCUOLA SECONDARIA I GRADO,3,13 anni,54
201617,VR1M01500P,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,RM1M13300N,SCUOLA SECONDARIA I GRADO,1,11 anni,20
201617,GE1M006006,SCUOLA SECONDARIA I GRADO,1,11 anni,18
201617,NA1M00600D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,8
201617,CO1MCB500P,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201617,VR1M021002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,MI1M02400D,SCUOLA SECONDARIA I GRADO,1,11 anni,65
201617,MI1M06000L,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,VE1M00500C,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,BG1M9L500G,SCUOLA SECONDARIA I GRADO,1,13 anni,2
201617,BG1M01800G,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,BS1M025007,SCUOLA SECONDARIA I GRADO,1,11 anni,24
201617,GE1M00300P,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201617,RM1M07100G,SCUOLA SECONDARIA I GRADO,3,13 anni,51
201617,RC1M00300T,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201617,SV1M00200X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,TO1M055005,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,TO1M01100B,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,VE1M007004,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,UD1M00100D,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,VA1M01500L,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,MI1M07500A,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201617,VR1M01600E,SCUOLA SECONDARIA I GRADO,3,13 anni,12
201617,CO1M00200R,SCUOLA SECONDARIA I GRADO,3,13 anni,67
201617,TO1M050002,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,CO1MCB500P,SCUOLA SECONDARIA I GRADO,1,11 anni,17
201617,RM1M12100B,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,NO1M01200Q,SCUOLA SECONDARIA I GRADO,1,11 anni,24
201617,FE1M00200P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,RM1M057009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,PN1M002009,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,RM1M01400B,SCUOLA SECONDARIA I GRADO,1,11 anni,20
201617,VT1M00600E,SCUOLA SECONDARIA I GRADO,1,11 anni,13
201617,CO1MCB500P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,MI1M03600Q,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,BS1M01400R,SCUOLA SECONDARIA I GRADO,2,13 anni,3
